TRTID10,state,county,tract,POP90,POP00,POP12,POP_AC1,POP_AC2,POP_AC3,POP_PC1,POP_PC2,POP_PC3,NHWHT90,NHWHT00,NHWHT12,NHWHT_AC1,NHWHT_AC2,NHWHT_AC3,PNHWHT90,PNHWHT00,PNHWHT12,PNHWHT_PC1,PNHWHT_PC2,PNHWHT_PC3,NHBLK90,NHBLK00,NHBLK12,NHBLK_AC1,NHBLK_AC2,NHBLK_AC3,PNHBLK90,PNHBLK00,PNHBLK12,PNHBLK_PC1,PNHBLK_PC2,PNHBLK_PC3,HISP90,HISP00,HISP12,HISP_AC1,HISP_AC2,HISP_AC3,PHISP90,PHISP00,PHISP12,PHISP_PC1,PHISP_PC2,PHISP_PC3,ASIAN90,ASIAN00,ASIAN12,ASIAN_AC1,ASIAN_AC2,ASIAN_AC3,PASIAN90,PASIAN00,PASIAN12,PASIAN_PC1,PASIAN_PC2,PASIAN_PC3,NTV90,NTV00,NTV12,NTV_AC1,NTV_AC2,NTV_AC3,PNTV90,PNTV00,PNTV12,PNTV_PC1,PNTV_PC2,PNTV_PC3,HAW90,HAW00,HAW12,HAW_AC1,HAW_AC2,HAW_AC3,PHAW90,PHAW00,PHAW12,PHAW_PC1,PHAW_PC2,PHAW_PC3,INDIA90,INDIA00,INDIA12,INDIA_AC1,INDIA_AC2,INDIA_AC3,PINDIA90,PINDIA00,PINDIA12,PINDIA_PC1,PINDIA_PC2,PINDIA_PC3,CHINA90,CHINA00,CHINA12,CHINA_AC1,CHINA_AC2,CHINA_AC3,PCHINA90,PCHINA00,PCHINA12,PCHINA_PC1,PCHINA_PC2,PCHINA_PC3,FILIP90,FILIP00,FILIP12,FILIP_AC1,FILIP_AC2,FILIP_AC3,PFILIP90,PFILIP00,PFILIP12,PFILIP_PC1,PFILIP_PC2,PFILIP_PC3,JAPAN90,JAPAN00,JAPAN12,JAPAN_AC1,JAPAN_AC2,JAPAN_AC3,PJAPAN90,PJAPAN00,PJAPAN12,PJAPAN_PC1,PJAPAN_PC2,PJAPAN_PC3,KOREA90,KOREA00,KOREA12,KOREA_AC1,KOREA_AC2,KOREA_AC3,PKOREA90,PKOREA00,PKOREA12,PKOREA_PC1,PKOREA_PC2,PKOREA_PC3,VIET90,VIET00,VIET12,VIET_AC1,VIET_AC2,VIET_AC3,PVIET90,PVIET00,PVIET12,PVIET_PC1,PVIET_PC2,PVIET_PC3,FB90,FB00,FB12,FB_AC1,FB_AC2,FB_AC3,PFB90,PFB00,PFB12,PFB_PC1,PFB_PC2,PFB_PC3,NAT90,NAT00,NAT12,NAT_AC1,NAT_AC2,NAT_AC3,PNAT90,PNAT00,PNAT12,PNAT_PC1,PNAT_PC2,PNAT_PC3,N10IM90,N10IM00,N10IM12,N10IM_AC1,N10IM_AC2,N10IM_AC3,PN10IM90,PN10IM00,PN10IM12,PN10IM_PC1,PN10IM_PC2,PN10IM_PC3,MEX90,MEX00,MEX12,MEX_AC1,MEX_AC2,MEX_AC3,PMEX90,PMEX00,PMEX12,PMEX_PC1,PMEX_PC2,PMEX_PC3,PR90,PR00,PR12,PR_AC1,PR_AC2,PR_AC3,PPR90,PPR00,PPR12,PPR_PC1,PPR_PC2,PPR_PC3,CUBAN90,CUBAN00,CUBAN12,CUBAN_AC1,CUBAN_AC2,CUBAN_AC3,PCUBAN90,PCUBAN00,PCUBAN12,PCUBAN_PC1,PCUBAN_PC2,PCUBAN_PC3,RUANC90,RUANC00,RUANC12,RUANC_AC1,RUANC_AC2,RUANC_AC3,PRUAN90,PRUAN00,PRUAN12,PRUAN_PC1,PRUAN_PC2,PRUAN_PC3,RUFB90,RUFB00,RUFB12,RUFB_AC1,RUFB_AC2,RUFB_AC3,PRUFB90,PRUFB00,PRUFB12,PRUFB_PC1,PRUFB_PC2,PRUFB_PC3,ITANC90,ITANC00,ITANC12,ITANC_AC1,ITANC_AC2,ITANC_AC3,PITANC90,PITANC00,PITANC12,PITANC_PC1,PITANC_PC2,PITANC_PC3,ITFB90,ITFB00,ITFB12,ITFB_AC1,ITFB_AC2,ITFB_AC3,PITFB90,PITFB00,PITFB12,PITFB_PC1,PITFB_PC2,PITFB_PC3,GEANC90,GEANC00,GEANC12,GEANC_AC1,GEANC_AC2,GEANC_AC3,PGEANC90,PGEANC00,PGEANC12,PGEANC_PC1,PGEANC_PC2,PGEANC_PC3,GEFB90,GEFB00,GEFB12,GEFB_AC1,GEFB_AC2,GEFB_AC3,PGEFB90,PGEFB00,PGEFB12,PGEFB_PC1,PGEFB_PC2,PGEFB_PC3,IRANC90,IRANC00,IRANC12,IRANC_AC1,IRANC_AC2,IRANC_AC3,PIRANC90,PIRANC00,PIRANC12,PIRANC_PC1,PIRANC_PC2,PIRANC_PC3,IRFB90,IRFB00,IRFB12,IRFB_AC1,IRFB_AC2,IRFB_AC3,PIRFB90,PIRFB00,PIRFB12,PIRFB_PC1,PIRFB_PC2,PIRFB_PC3,SCANC90,SCANC00,SCANC12,SCANC_AC1,SCANC_AC2,SCANC_AC3,PSCANC90,PSCANC00,PSCANC12,PSCANC_PC1,PSCANC_PC2,PSCANC_PC3,SCFB90,SCFB00,SCFB12,SCFB_AC1,SCFB_AC2,SCFB_AC3,PSCFB90,PSCFB00,PSCFB12,PSCFB_PC1,PSCFB_PC2,PSCFB_PC3,A18UN90,A18UN00,A18UN12,A18UN_AC1,A18UN_AC2,A18UN_AC3,PA18UN90,PA18UN00,PA18UN12,PA18UN_PC1,PA18UN_PC2,PA18UN_PC3,A25UP90,A25UP00,A25UP12,A25UP_AC1,A25UP_AC2,A25UP_AC3,PA25UP90,PA25UP00,PA25UP12,PA25UP_PC1,PA25UP_PC2,PA25UP_PC3,A60UP90,A60UP00,A60UP12,A60UP_AC1,A60UP_AC2,A60UP_AC3,PA60UP90,PA60UP00,PA60UP12,PA60UP_PC1,PA60UP_PC2,PA60UP_PC3,A75UP90,A75UP00,A75UP12,A60UP_AC1,A60UP_AC2,A60UP_AC3,PA60UP90,PA60UP00,PA60UP12,PA60UP_PC1,PA60UP_PC2,PA60UP_PC3,HS90,HS00,HS12,HS_AC1,HS_AC2,HS_AC3,PHS90,PHS00,PHS12,PHS_PC1,PHS_PC2,PHS_PC3,COL90,COL00,COL12,COL_AC1,COL_AC2,COL_AC3,PCOL90,PCOL00,PCOL12,PCOL_PC1,PCOL_PC2,PCOL_PC3,CLF90,CLF00,CLF12,UNEMP90,UNEMP00,UNEMP12,UNEMP_AC1,UNEMP_AC2,UNEMP_AC3,PUNEMP90,PUNEMP00,PUNEMP12,PUNEMP_PC1,PUNEMP_PC2,PUNEMP_PC3,DPOV90,DPOV00,DPOV12,NPOV90,NPOV00,NPOV12,NPOV_AC1,NPOV_AC2,NPOV_AC3,PPOV90,PPOV00,PPOV12,PPOV_PC1,PPOV_PC2,PPOV_PC3,HINC90,HINC00,HINC12,HINC90_A,HINC00_A,HINC12_A,HINC_PC1,HINC_PC2,HINC_PC3,INCPC90,INCPC00,INCPC12,INCPC90_A,INCPC00_A,INCPC12_A,INCPC_PC1,INCPC_PC2,INCPC_PC3,OHU90,OHU00,OHU12,OHU_AC1,OHU_AC2,OHU_AC3,OHU_PC1,OHU_PC2,OHU_PC3,OWN90,OWN00,OWN12,OWN_AC1,OWN_AC2,OWN_AC3,POWN90,POWN00,POWN12,POWN_AC1,POWN_AC2,POWN_AC3,RENT90,RENT00,RENT12,RENT_AC1,RENT_AC2,RENT_AC3,PRENT90,PRENT00,PRENT12,PRENT_PC1,PRENT_PC2,PRENT_PC3,MHMVAL90,MHMVAL00,MHMVAL12,MHMVAL90_A,MHMVAL00_A,MHMVAL12_A,MHMVAL_AC1,MHMVAL_AC2,MHMVAL_AC3,MHMVAL_PC1,MHMVAL_PC2,MHMVAL_PC3,MRENT90,MRENT00,MRENT12,MRENT90_A,MRENT00_A,MRENT12_A,MRENT_AC1,MRENT_AC2,MRENT_AC3,MRENT_PC1,MRENT_PC2,MRENT_PC3
42101000100,PA,Philadelphia County,Census Tract 1,2069.461321,2645.476404,3183,576.015083,537.523596,1113.538679,0.278340589,0.203185935,0.420921796,1753.002451,2075.451172,2613,322.448721,537.548828,859.997549,0.847081525,0.784528325,0.820923657,-0.0625532,0.036395332,-0.026157868,239.5903168,336.4247437,147,96.8344269,-189.4247437,-92.5903168,0.115774242,0.127169815,0.046182846,0.011395572,-0.080986968,-0.069591396,35.93854523,91.84295654,176,55.90441131,84.15704346,140.0614548,0.017366135,0.034716982,0.055293748,0.017350847,0.020576766,0.037927613,32.94366837,119.7951584,155,86.85149003,35.2048416,122.0563316,0.015918958,0.045283019,0.048696199,0.029364061,0.00341318,0.03277724,6.988050938,12.97780895,10,5.989758012,-2.97780895,3.011949062,0.003376749,0.00490566,0.00314169,0.001528912,-0.00176397,-0.000235059,0,0,0,0,0,0,0,0,0,0,0,0,4.991464615,26.95391083,27,21.96244622,0.04608917,22.00853539,0.002411963,0.010188679,0.008482564,0.007776716,-0.001706116,0.0060706,15.97268772,26.95391083,63,10.98122311,36.04608917,47.02731228,0.007718283,0.010188679,0.019792648,0.002470397,0.009603969,0.012074366,1.996585965,18.96756744,28,16.97098148,9.03243256,26.00341404,0.000964785,0.007169812,0.008796733,0.006205026,0.001626921,0.007831947,6.988050938,10.98122311,0,3.993172172,-10.98122311,-6.988050938,0.003376749,0.004150944,0,0.000774195,-0.004150944,-0.003376749,0.998292983,18.96756744,10,17.96927446,-8.96756744,9.001707017,0.000482393,0.007169812,0.00314169,0.006687419,-0.004028121,0.002659298,0,5.989758015,0,5.989758015,-5.989758015,0,0,0.002264151,0,0.002264151,-0.002264151,0,101.825882,198.6603088,310,96.8344268,111.3396912,208.174118,0.049346879,0.077251555,0.097392397,0.027904676,0.020140842,0.048045518,49.91464996,115.8019867,155,65.88733674,39.1980133,105.08535,0.024189648,0.045031056,0.048696199,0.020841409,0.003665142,0.024506551,52.90952682,47.91806412,155,-4.9914627,107.0819359,102.0904732,0.025641025,0.018633541,0.048696199,-0.007007485,0.030062658,0.023055173,2.994879007,16.9709816,60,13.97610259,43.0290184,57.00512099,0.001447178,0.006415095,0.018850141,0.004967917,0.012435047,0.017402963,14.9743948,35.93854904,40,20.96415424,4.06145096,25.0256052,0.00723589,0.013584906,0.012566761,0.006349016,-0.001018145,0.005330871,3.99317193,4.991465092,21,0.998293162,16.00853491,17.00682807,0.001929571,0.001886793,0.006597549,-4.27782E-05,0.004710757,0.004667979,240.5886078,147.7473602,139,-92.8412476,-8.7473602,-101.5886078,0.116594099,0.057453416,0.043669494,-0.059140683,-0.013783921,-0.072924605,17.96927261,0,0,-17.96927261,0,-17.96927261,0.008708272,0,0,-0.008708272,0,-0.008708272,116.8002777,307.4742432,453,190.6739655,145.5257568,336.1997223,0.056603774,0.119565219,0.142318567,0.062961445,0.022753348,0.085714794,0,24.95732498,13,24.95732498,-11.95732498,13,0,0.009704969,0.004084197,0.009704969,-0.005620772,0.004084197,323.4469299,239.5903168,341,-83.8566131,101.4096832,17.5530701,0.156748916,0.093167702,0.107131637,-0.063581213,0.013963935,-0.049617279,6.988050938,20.96415329,19,13.97610235,-1.96415329,12.01194906,0.003386551,0.008152174,0.005969211,0.004765624,-0.002182963,0.002582661,293.4981384,152.7388306,603,-140.7593078,450.2611694,309.5018616,0.142235126,0.059394412,0.189443921,-0.082840715,0.130049509,0.047208795,0,0,0,0,0,0,0,0,0,0,0,0,44.92318344,82.85831451,18,37.93513107,-64.85831451,-26.92318344,0.021770682,0.032220496,0.005655042,0.010449814,-0.026565453,-0.01611564,0,0,10,0,10,10,0,0,0.00314169,0,0.00314169,0.00314169,50.91294098,68.88221741,16,17.96927643,-52.88221741,-34.91294098,0.024602026,0.026037736,0.005026704,0.001435711,-0.021011032,-0.019575322,1698.096337,2309.051758,2841,610.955421,531.948242,1142.903663,0.820549928,0.872830222,0.892554194,0.052280295,0.019723972,0.072004267,82.85831451,207.6449432,281,124.7866287,73.3550568,198.1416855,0.040038591,0.078490567,0.088281495,0.038451977,0.009790928,0.048242905,19.96585846,66.88562775,70,46.91976929,3.11437225,50.03414154,0.009647853,0.025283018,0.021991832,0.015635165,-0.003291186,0.012343979,200.6568909,332.4315491,398,131.7746582,65.5684509,197.3431091,0.118165787,0.14396886,0.140091517,0.025803072,-0.003877343,0.02192573,1180.980591,1621.227783,2160,440.247192,538.772217,979.019409,0.695473257,0.702118425,0.760295671,0.006645167,0.058177246,0.064822413,1736.03147,2016.55188,2662,113.805397,18.96756744,61,-94.83782956,42.03243256,-52.805397,0.065554916,0.009405941,0.022915101,-0.056148975,0.013509161,-0.042639814,2063.471563,2404.887795,3183,259.5561829,222.619339,484,-36.9368439,261.380661,224.4438171,0.125786169,0.092569533,0.152057807,-0.033216637,0.059488275,0.026271638,35853.00056,48886.00007,75505,62860.76491,65946.79863,75505,0.049093162,0.144938065,0.201146695,30791.99844,45632.00147,82111,53987.35238,61557.18218,82111,0.140214874,0.333897964,0.520930299,1365.664795,1745.016113,2143,379.351318,397.983887,777.335205,0.277777768,0.228068889,0.569199124,96.83441925,399.3171997,703,302.4827805,303.6828003,606.1655808,0.070906433,0.228832958,0.328044797,0.157926525,0.099211839,0.257138364,1268.830322,1345.698975,1440,76.868653,94.301025,171.169678,0.929093528,0.771167077,0.671955203,-0.157926451,-0.099211874,-0.257138325,183699.9973,120999.998,340800,331417.8407,168265.9386,340800,-163151.9021,172534.0614,9382.159274,-0.492284609,1.02536534,0.028309156,662.0000204,857.9999783,1421,1181.29056,1210.233914,1421,28.94335394,210.7660861,239.7094401,0.024501469,0.174153181,0.202921659
42101000200,PA,Philadelphia County,Census Tract 2,1403.000003,1362,2009,-41.000003,647,605.999997,-0.029223095,0.475036711,0.444933919,179.0000004,152,682,-27.0000004,530,502.9999996,0.127583749,0.111600587,0.339472374,-0.015983162,0.227871787,0.211888625,134,78,44,-56,-34,-90,0.095509622,0.057268722,0.021901444,-0.0382409,-0.035367279,-0.073608179,24,23,52,-1,29,28,0.017106201,0.016886931,0.025883524,-0.00021927,0.008996593,0.008777323,1066,1106,1231,40,125,165,0.759800426,0.812041116,0.612742658,0.05224069,-0.199298458,-0.147057768,0,2,0,2,-2,0,0,0.001468429,0,0.001468429,-0.001468429,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,41,21,19,40,0.000712758,0.016152717,0.020408163,0.015439958,0.004255447,0.019695405,1000,1040,1082,40,42,82,0.712758373,0.763582966,0.538576406,0.050824593,-0.22500656,-0.174181967,4,3,0,-1,-3,-4,0.002851033,0.002202643,0,-0.00064839,-0.002202643,-0.002851033,3,4,11,1,7,8,0.002138275,0.002936858,0.005475361,0.000798582,0.002538503,0.003337086,1,5,22,4,17,21,0.000712758,0.003671072,0.010950722,0.002958314,0.00727965,0.010237963,39,26,30,-13,4,-9,0.027797577,0.019089574,0.014932802,-0.008708002,-0.004156772,-0.012864774,791,917,963,126,46,172,0.561391056,0.676752768,0.479342957,0.115361711,-0.197409811,-0.0820481,247,312,532,65,220,285,0.175301632,0.230258303,0.264808362,0.054956671,0.03455006,0.08950673,343,512,381,169,-131,38,0.24343506,0.377859779,0.18964659,0.134424719,-0.188213188,-0.053788469,4,6,0,2,-6,-4,0.002851033,0.004405286,0,0.001554253,-0.004405286,-0.002851033,13,7,28,-6,21,15,0.009265859,0.005139501,0.013937282,-0.004126358,0.008797781,0.004671423,4,1,10,-3,9,6,0.002851033,0.000734214,0.004977601,-0.002116819,0.004243386,0.002126567,49,16,11,-33,-5,-38,0.034776437,0.011808118,0.005475361,-0.022968319,-0.006332757,-0.029301076,0,0,0,0,0,0,0,0,0,0,0,0,24,27,151,3,124,127,0.017033357,0.019926199,0.075161772,0.002892842,0.055235573,0.058128415,0,0,0,0,0,0,0,0,0,0,0,0,26,7,73,-19,66,47,0.018452803,0.005166052,0.036336486,-0.013286752,0.031170434,0.017883682,0,0,0,0,0,0,0,0,0,0,0,0,79,17,121,-62,104,42,0.056068133,0.012546125,0.06022897,-0.043522008,0.047682844,0.004160836,6,0,0,-6,0,-6,0.004258339,0,0,-0.004258339,0,-0.004258339,0,17,0,17,-17,0,0,0.012546125,0,0.012546125,-0.012546125,0,0,0,0,0,0,0,0,0,0,0,0,0,242,211,121,-31,-90,-121,0.172487526,0.154919236,0.06022897,-0.01756829,-0.094690267,-0.112258557,987.0000024,903,1665,-84.0000024,762,677.9999976,0.703492516,0.662995595,0.828770533,-0.040496922,0.165774938,0.125278016,260,265,354,5,89,94,0.185317177,0.194566814,0.176207068,0.009249636,-0.018359745,-0.009110109,84,103,197,19,94,113,0.059871703,0.075624082,0.098058736,0.015752379,0.022434653,0.038187032,766,668,844,-98,176,78,0.776089157,0.739756368,0.506906907,-0.03633279,-0.232849461,-0.26918225,152,195,780,43,585,628,0.154002026,0.215946844,0.468468468,0.061944818,0.252521625,0.314466443,543.0000013,531,1348,114,131,114,17,-17,0,0.209944751,0.246704331,0.084569733,0.036759581,-0.162134599,-0.125375018,1281.000003,1223,1877,698,690,227,-8,-463,-471,0.544886806,0.564186427,0.120937666,0.019299621,-0.44324876,-0.423949139,8170.000019,8349,49928,14324.39245,11262.73005,49928,-0.21373768,3.433028209,2.485523046,7627.000018,6648,37365,13372.35511,8968.095501,37365,-0.329355567,3.166436452,1.79419741,397,459,943,62,484,546,0.156171285,1.054466231,1.375314861,99,85,376,-14,291,277,0.249370277,0.185185185,0.398727466,-0.064185092,0.21354228,0.149357188,298,374,567,76,193,269,0.750629723,0.814814815,0.601272534,0.064185092,-0.21354228,-0.149357188,106300.0003,112500,261100,191778.5361,156445.6067,261100,-35332.92943,104654.3933,69321.46387,-0.184238185,0.668950669,0.361466227,288.0000007,339,738,513.9149118,478.1693557,738,-35.7455561,259.8306443,224.0850882,-0.069555398,0.543386232,0.436035388
42101000300,PA,Philadelphia County,Census Tract 3,2427.244963,2570,3509,142.755037,939,1081.755037,0.058813609,0.36536965,0.420916357,1968.197489,1821,2235,-147.197489,414,266.802511,0.810877155,0.708560311,0.636933599,-0.102316843,-0.071626712,-0.173943555,295.0299084,396,271,100.9700916,-125,-24.0299084,0.121549293,0.154085603,0.07722998,0.03253631,-0.076855623,-0.044319313,59.00929129,98,413,38.99070871,315,353.9907087,0.024311222,0.038132296,0.11769735,0.013821074,0.079565054,0.093386128,91.00732452,233,509,141.9926755,276,417.9926755,0.037494083,0.090661479,0.145055571,0.053167395,0.054394093,0.107561488,11.00047474,12,0,0.99952526,-12,-11.00047474,0.004532083,0.004669261,0,0.000137178,-0.004669261,-0.004532083,0,0,0,0,0,0,0,0,0,0,0,0,11.00115293,47,170,35.99884707,123,158.9988471,0.004532362,0.018287938,0.048446851,0.013755576,0.030158913,0.043914489,31.00203459,62,211,30.99796541,149,179.9979654,0.01277252,0.024124514,0.060131091,0.011351994,0.036006578,0.047358572,23.00081384,28,8,4.99918616,-20,-15.00081384,0.009476099,0.010894942,0.002279852,0.001418843,-0.00861509,-0.007196247,10.00122075,8,0,-2.00122075,-8,-10.00122075,0.0041204,0.00311284,0,-0.00100756,-0.00311284,-0.0041204,10.00155985,37,110,26.99844015,73,99.99844015,0.00412054,0.014396887,0.031347962,0.010276347,0.016951075,0.027227422,0.000135639,8,0,7.999864361,-8,-0.000135639,5.58819E-08,0.00311284,0,0.003112785,-0.00311284,-5.58819E-08,247.0212275,337,433,89.9787725,96,185.9787725,0.096634537,0.130772216,0.123396979,0.034137679,-0.007375237,0.026762442,121.0135639,148,197,26.9864361,49,75.9864361,0.047340424,0.057431121,0.056141351,0.010090697,-0.001289771,0.008800926,78.00766362,151,212,72.99233638,61,133.9923364,0.030516545,0.058595266,0.060416073,0.028078721,0.001820807,0.029899528,5.000610376,46,238,40.99938962,192,232.9993896,0.0020602,0.017898833,0.067825591,0.015838633,0.049926759,0.065765391,15.00617158,16,65,0.99382842,49,49.99382842,0.006182389,0.006225681,0.018523796,4.32923E-05,0.012298115,0.012341407,4.000135639,8,20,3.999864361,12,15.99986436,0.001648015,0.00311284,0.00569963,0.001464826,0.002586789,0.004051615,324.0330281,150,104,-174.0330281,-46,-220.0330281,0.126761501,0.058207218,0.029638074,-0.068554284,-0.028569144,-0.097123428,16.00135639,0,0,-16.00135639,0,-16.00135639,0.00625972,0,0,-0.00625972,0,-0.00625972,260.0118006,248,376,-12.0118006,128,115.9881994,0.10171644,0.096235933,0.107153035,-0.005480507,0.010917102,0.005436595,0.000881655,0,0,-0.000881655,0,-0.000881655,3.44903E-07,0,0,-3.44903E-07,0,-3.44903E-07,405.0246185,234,269,-171.0246185,35,-136.0246185,0.158445357,0.09080326,0.076660017,-0.067642097,-0.014143243,-0.08178534,11.0006782,11,2,-0.0006782,-9,-9.0006782,0.004303458,0.004268529,0.000569963,-3.49286E-05,-0.003698566,-0.003733495,275.0144456,303,325,27.9855544,22,49.9855544,0.107585465,0.11757858,0.09261898,0.009993115,-0.0249596,-0.014966485,0,0,0,0,0,0,0,0,0,0,0,0,22.00203459,58,47,35.99796541,-11,24.99796541,0.008607181,0.022506791,0.013394129,0.01389961,-0.009112661,0.004786948,0,0,0,0,0,0,0,0,0,0,0,0,133.0103764,174,348,40.9896236,174,214.9896236,0.054798909,0.06770428,0.099173554,0.012905371,0.031469274,0.044374644,1950.196608,1909,2543,-41.196608,634,592.803392,0.803460976,0.742801556,0.724707894,-0.06065942,-0.018093662,-0.078753082,482.0762971,479,692,-3.0762971,213,209.9237029,0.198610484,0.186381323,0.197207182,-0.012229161,0.010825859,-0.001403303,182.0444218,201,328,18.9555782,127,145.9555782,0.075000432,0.078210117,0.093473924,0.003209684,0.015263807,0.018473492,467.0593422,320,349,-147.0593422,29,-118.0593422,0.239493465,0.16762703,0.137239481,-0.071866435,-0.030387549,-0.102253984,1193.1098,1125,1959,-68.1098,834,765.8902,0.611789496,0.589313777,0.77034998,-0.022475719,0.181036203,0.158560484,1554.125804,1325,2024,22.0037979,55,21,32.9962021,-34,-1.0037979,0.014158312,0.041509434,0.010375494,0.027351122,-0.03113394,-0.003782818,2235.225702,1941,3136,419.0396745,236,438,-183.0396745,202,18.9603255,0.187470855,0.121586811,0.139668367,-0.065884045,0.018081556,-0.047802488,30837.96994,40625,71250,54067.95382,54802.77975,71250,0.013590785,0.300116533,0.317786137,29983.61395,33751,59353,52570.01864,45529.81216,59353,-0.133920563,0.303607399,0.129027562,1365.163784,1239,1854,-126.163784,615,488.836216,-0.092416592,0.496368039,0.358078805,344.0092913,378,456,33.9907087,78,111.9907087,0.251991223,0.305084746,0.245954693,0.053093523,-0.059130053,-0.00603653,1021.154493,861,1398,-160.154493,537,376.845507,0.748008777,0.694915254,0.754045307,-0.053093523,0.059130053,0.00603653,183098.6062,194400,451800,330332.8557,270338.0084,451800,-59994.84737,181461.9916,121467.1443,-0.181619377,0.671241135,0.367711362,549.0325276,660,1671,979.7083413,930.9491881,1671,-48.75915327,740.0508119,691.2916587,-0.04976905,0.794942218,0.705609649
